"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","BoardAsianAmerican","BoardBlackAmerican","BoardHispanicAmerican","BoardMinorityStatus","BoardNativeAmerican","CurMemAsianAmerican","CurMemBlackAmerican","CurMemHispanicAmerican","CurMemMinorityStatus","CurMemNativeAmerican","EligibleMinorityStatus","FOMAsianAmerican","FOMBlackAmerican","FOMHispanicAmerican","FOMMinorityStatus","FOMNativeAmerican","MemberMinorityStatus"
9622,12/31/2024 0:00:00,4610,"984500BEC375C5A48F61","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","1","","1","","","","","","","","","1","","1","",""
9639,12/31/2024 0:00:00,4619,"254900QSYPZJ7UL0PC48","1","0","1","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
9643,12/31/2024 0:00:00,4620,"549300333JQWIP8NLK67","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Jan  8 2025  6:00AM","","","","","","","","","","","","","","","","",""
9644,12/31/2024 0:00:00,4621,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9662,12/31/2024 0:00:00,4631,"","1","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
9676,12/31/2024 0:00:00,4637,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9681,12/31/2024 0:00:00,4639,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9715,12/31/2024 0:00:00,4658,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","1","","","","","","","","","","","",""
9723,12/31/2024 0:00:00,4663,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","1","1","1","","","","1","1","1","",""
9759,12/31/2024 0:00:00,4683,"254900WQCRCK13A7DC81","1","0","0","0","0","1","0","0","1","0","1","0","1","1","1","Feb 22 2024  6:00AM","","","","","","","","","","","","","","","","",""
9776,12/31/2024 0:00:00,4689,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9777,12/31/2024 0:00:00,4690,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9778,12/31/2024 0:00:00,4691,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9788,12/31/2024 0:00:00,4696,"","1","0","1","0","0","0","0","1","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
9799,12/31/2024 0:00:00,4702,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","1","","","","1","1","",""
9805,12/31/2024 0:00:00,4705,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9810,12/31/2024 0:00:00,4709,"5493006SSMPNYY3P8424","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 13 2024  7:00AM","","","","","","","","","","","","","","","","",""
9812,12/31/2024 0:00:00,4711,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9822,12/31/2024 0:00:00,4718,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9823,12/31/2024 0:00:00,4719,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","1","1","1","","","","","","","",""
9843,12/31/2024 0:00:00,4729,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","","","","","","","1","1","",""
9871,12/31/2024 0:00:00,4745,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9873,12/31/2024 0:00:00,4747,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9877,12/31/2024 0:00:00,4748,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9880,12/31/2024 0:00:00,4751,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9888,12/31/2024 0:00:00,4755,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9893,12/31/2024 0:00:00,4757,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9897,12/31/2024 0:00:00,4759,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
9907,12/31/2024 0:00:00,4766,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9915,12/31/2024 0:00:00,4770,"2549005T4NUXGTZTUE50","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","Jan 27 2025  5:00AM","","","","","","","1","1","1","","","","","","","",""
9919,12/31/2024 0:00:00,4773,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9923,12/31/2024 0:00:00,4776,"5493009FTGT1RX4J7Y04","1","1","1","0","0","0","0","0","1","0","1","0","1","1","1","Feb 26 2024  5:00AM","","","","","","","","","","","","","","","","",""
9924,12/31/2024 0:00:00,4777,"","1","0","0","0","0","0","0","0","1","0","0","0","1","1","","","1","","","1","","1","","","1","","","1","","1","1","",""
9931,12/31/2024 0:00:00,4780,"","1","0","0","0","0","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
9943,12/31/2024 0:00:00,4785,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9952,12/31/2024 0:00:00,4790,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9971,12/31/2024 0:00:00,4802,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9974,12/31/2024 0:00:00,4805,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
9976,12/31/2024 0:00:00,4806,"549300FOCEH0X0ZOR362","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2024  5:00AM","","","","","","","","","","","","","","","","",""
9986,12/31/2024 0:00:00,4810,"54930024QEEW6YDTWZ98","1","1","1","1","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
9988,12/31/2024 0:00:00,4811,"549300BLQQL5GPC6OJ66","1","1","1","1","0","0","0","0","1","0","1","1","1","1","1","Feb 29 2024  5:00AM","","","","","","","","","","","","","","","","",""
9994,12/31/2024 0:00:00,4813,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","1","","1","",""
10011,12/31/2024 0:00:00,4824,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10015,12/31/2024 0:00:00,4826,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
10023,12/31/2024 0:00:00,4831,"254900C44LTMSEGQ5K05","1","0","1","1","1","0","0","0","0","0","0","0","1","1","1","Feb 29 2024  5:00AM","","","","","","","","","","","","","","","","",""
10047,12/31/2024 0:00:00,4847,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10065,12/31/2024 0:00:00,4857,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10083,12/31/2024 0:00:00,4866,"","1","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","",""
10099,12/31/2024 0:00:00,4873,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10100,12/31/2024 0:00:00,4874,"549300LGD38SS4PVFC71","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10141,12/31/2024 0:00:00,4894,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10158,12/31/2024 0:00:00,4906,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10164,12/31/2024 0:00:00,4909,"549300X7EIYXZ10LDj13","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  6:00AM","","","","","","","","","","","","","","","","",""
10170,12/31/2024 0:00:00,4912,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10174,12/31/2024 0:00:00,4916,"549300SGEJUQK4Q7ZY34","1","1","0","1","1","0","0","0","1","0","0","1","1","1","1","Sep 30 2024  6:00AM","","","1","1","","1","","1","1","","","","","1","1","",""
10177,12/31/2024 0:00:00,4917,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10180,12/31/2024 0:00:00,4920,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10181,12/31/2024 0:00:00,4921,"254900MIHY4N3F840P17","1","1","0","1","1","0","0","0","1","0","1","0","1","1","1","Feb 14 2024  6:00AM","","","","","","","","","","","","","","","","",""
10184,12/31/2024 0:00:00,4923,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
10220,12/31/2024 0:00:00,4944,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10221,12/31/2024 0:00:00,4945,"","1","1","1","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
10223,12/31/2024 0:00:00,4946,"54930053KPO7OG48FP72","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 22 2024  5:00AM","","","","","","","","","","","","","","","","",""
10225,12/31/2024 0:00:00,4947,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10241,12/31/2024 0:00:00,4958,"","1","0","0","0","0","0","0","0","1","0","1","0","1","","","","","","","","","","","","","","","","","","","",""
10243,12/31/2024 0:00:00,4959,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10253,12/31/2024 0:00:00,4965,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10257,12/31/2024 0:00:00,4967,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","","","","","","","","","","","","","","","","","",""
10262,12/31/2024 0:00:00,4970,"","1","1","0","0","0","0","1","1","0","1","0","1","1","","","","","","","","","","","","","","","","","","","",""
10264,12/31/2024 0:00:00,4971,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10269,12/31/2024 0:00:00,4975,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10274,12/31/2024 0:00:00,4977,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10283,12/31/2024 0:00:00,4983,"254900R3GSQ9SPOVJU09","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2024  6:00AM","1","1","1","1","1","","","","","","","","","","","",""
10301,12/31/2024 0:00:00,4996,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10308,12/31/2024 0:00:00,5000,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10319,12/31/2024 0:00:00,5007,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10323,12/31/2024 0:00:00,5010,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10324,12/31/2024 0:00:00,5011,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10327,12/31/2024 0:00:00,5014,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10335,12/31/2024 0:00:00,5019,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","1","1","1",""
10351,12/31/2024 0:00:00,5032,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10353,12/31/2024 0:00:00,5033,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10362,12/31/2024 0:00:00,5039,"","1","0","1","0","0","0","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10375,12/31/2024 0:00:00,5047,"549300SQW7KBZFSQK518","1","1","1","0","0","0","0","0","0","1","1","0","1","1","","","","","","","","","","","","","","","","","","",""
10381,12/31/2024 0:00:00,5051,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10393,12/31/2024 0:00:00,5058,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10395,12/31/2024 0:00:00,5060,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10399,12/31/2024 0:00:00,5063,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","1","1","1","","1","","","1","","","1","1","1","1","",""
10424,12/31/2024 0:00:00,5075,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10433,12/31/2024 0:00:00,5083,"","1","1","1","1","1","0","0","0","1","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
10442,12/31/2024 0:00:00,5088,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10461,12/31/2024 0:00:00,5099,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10465,12/31/2024 0:00:00,5101,"","1","1","1","1","1","0","0","0","1","0","0","0","1","1","","","1","","","1","","1","","","1","","","1","","","1","",""
10481,12/31/2024 0:00:00,5112,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10502,12/31/2024 0:00:00,5122,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10515,12/31/2024 0:00:00,5129,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10520,12/31/2024 0:00:00,5132,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10551,12/31/2024 0:00:00,5147,"","1","1","0","1","1","0","0","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","",""
10572,12/31/2024 0:00:00,5158,"549300RU85PQV881NJ83","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","Feb 26 2024  7:00AM","","","","","","","","","","","","","","","","",""
10577,12/31/2024 0:00:00,5162,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10580,12/31/2024 0:00:00,5165,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10585,12/31/2024 0:00:00,5168,"254900LHER54ZRR2C571","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","","","","","","","","","","","","","","","","","",""
10600,12/31/2024 0:00:00,5172,"549300ELXS6PBT8OEE44","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb 20 2024  7:00AM","","","","","","","","","","","","","","","","",""
10613,12/31/2024 0:00:00,5178,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10614,12/31/2024 0:00:00,5179,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10623,12/31/2024 0:00:00,5184,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10636,12/31/2024 0:00:00,5189,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
10640,12/31/2024 0:00:00,5191,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10648,12/31/2024 0:00:00,5195,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
10666,12/31/2024 0:00:00,5206,"","1","0","1","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","",""
10671,12/31/2024 0:00:00,5209,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
10676,12/31/2024 0:00:00,5210,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
10684,12/31/2024 0:00:00,5212,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
10687,12/31/2024 0:00:00,5213,"549300UI713YO3L6SF02","1","1","1","0","0","0","0","0","1","0","1","0","1","1","","","","","","","","","","","","","","","","","","",""
